Date,Rs,u2,Tmax,Tmin,RH,pr,ETO
1994-09-11,24.8,2.6,32.4,26.9,76.3,0.0,5.7
1994-09-12,24.6,2.8,32.8,24.6,76.1,0.0,5.7
1994-09-13,24.0,2.1,33.1,24.8,76.5,0.0,5.4
1994-09-14,24.2,2.2,32.8,24.2,78.9,0.0,5.3
1994-09-15,23.7,2.6,32.8,24.8,77.9,0.0,5.4
1994-09-16,24.6,2.0,32.8,25.2,76.4,1.1,5.5
1994-09-17,24.1,2.2,33.3,24.5,77.1,0.0,5.5
1994-09-18,24.8,2.4,33.8,24.5,76.1,0.0,5.7
1994-09-19,24.8,2.2,33.2,24.7,75.6,0.0,5.6
1994-09-20,24.2,2.2,33.7,24.6,75.7,0.0,5.6
1994-09-21,23.7,2.3,33.3,26.0,78.3,0.0,5.5
1994-09-22,24.5,2.4,33.2,25.5,75.9,0.0,5.7
1994-09-23,25.1,2.2,33.6,25.3,76.1,0.0,5.7
1994-09-24,23.5,2.8,33.2,25.3,77.8,0.0,5.5
1994-09-25,25.3,1.8,32.9,24.7,75.4,5.3,5.6
1994-09-26,24.7,2.7,32.8,24.5,75.4,0.0,5.7
1994-09-27,24.8,1.8,32.9,24.8,75.2,0.3,5.5
1994-09-28,25.4,2.7,33.5,24.5,77.4,0.0,5.8
1994-09-29,24.8,2.6,33.7,25.2,76.2,0.0,5.8
1994-09-30,24.3,1.7,33.8,25.2,77.9,0.3,5.5
1994-10-01,24.3,2.5,33.2,24.4,76.6,0.0,5.6
1994-10-02,24.9,2.6,33.2,24.2,76.1,0.0,5.7
1994-10-03,24.7,2.5,33.7,24.5,75.6,0.0,5.7
1994-10-04,24.8,2.4,34.2,24.5,76.5,0.0,5.8
1994-10-05,24.8,2.2,34.2,25.5,75.6,0.0,5.8
1994-10-06,22.7,2.8,33.7,25.0,75.2,0.0,5.5
1994-10-07,24.7,2.3,33.7,25.0,75.4,0.2,5.7
1994-10-08,24.2,2.5,33.3,25.4,74.4,0.0,5.7
1994-10-09,25.4,2.6,33.8,24.0,74.6,0.0,5.9
1994-10-10,25.1,2.6,33.5,23.9,74.6,0.0,5.8
1994-10-11,25.7,2.7,33.7,26.0,73.2,0.0,6.1
1994-10-12,25.1,3.5,33.7,25.2,73.9,0.0,6.1
1994-10-13,25.2,3.1,33.5,23.5,75.2,0.0,5.9
1994-10-14,23.9,2.3,33.7,23.4,75.6,0.0,5.5
1994-10-15,24.3,2.3,33.8,23.6,74.4,0.0,5.6
1994-10-16,24.8,2.8,33.8,26.2,74.2,0.0,6.0
1994-10-17,22.5,2.3,33.9,25.0,75.0,0.0,5.4
1994-10-18,22.9,2.8,33.4,25.6,77.7,0.0,5.4
1994-10-19,24.5,2.6,33.5,24.5,75.8,0.0,5.7
1994-10-20,25.0,2.4,33.8,24.5,74.8,0.0,5.8
1994-10-21,23.7,3.1,33.7,25.5,74.9,0.0,5.8
1994-10-22,24.8,2.8,33.4,25.0,76.6,0.0,5.8
1994-10-23,25.1,2.6,33.8,24.3,74.2,0.0,5.9
1994-10-24,22.4,1.5,34.0,24.0,75.4,0.0,5.1
1994-10-25,24.7,2.7,33.5,25.0,76.9,0.0,5.7
1994-10-26,24.0,2.5,33.4,25.7,75.7,0.0,5.6
1994-10-27,23.1,2.3,34.0,24.8,76.3,0.3,5.4
1994-10-28,21.6,2.0,33.2,24.0,76.6,0.2,5.0
1994-10-29,22.5,2.5,33.5,24.7,75.9,0.0,5.4
1994-10-30,25.1,2.3,33.7,24.2,75.0,0.0,5.7
1994-10-31,21.0,2.6,33.2,25.0,76.3,0.0,5.1
1994-11-01,23.1,2.4,33.8,25.0,74.9,0.0,5.5
1994-11-02,25.2,2.2,33.3,23.8,74.6,0.0,5.7
1994-11-03,24.2,2.8,33.8,24.5,74.2,0.0,5.8
1994-11-04,24.4,2.2,33.2,24.5,75.2,0.0,5.6
1994-11-05,23.4,3.0,33.1,25.2,77.1,0.0,5.5
1994-11-06,23.8,3.3,32.7,24.0,74.2,0.0,5.7
1994-11-07,23.8,2.7,33.1,24.0,75.2,0.0,5.5
1994-11-08,23.5,2.4,33.2,23.9,76.2,0.0,5.4
1994-11-09,24.6,2.8,33.2,24.5,74.1,0.0,5.8
1994-11-10,24.6,2.7,33.4,24.0,73.8,0.0,5.8
1994-11-11,23.5,2.8,33.1,25.0,73.4,0.0,5.6
1994-11-12,23.7,3.2,32.9,24.5,73.7,0.0,5.7
1994-11-13,24.8,2.7,33.5,23.9,74.5,0.0,5.8
1994-11-14,24.1,2.8,33.7,24.3,73.8,0.0,5.8
1994-11-15,23.5,2.3,34.1,24.5,75.0,0.0,5.5
1994-11-16,19.1,2.6,32.8,23.8,74.5,0.0,4.8
1994-11-17,21.5,2.6,33.1,26.0,74.8,0.0,5.3
1994-11-18,23.7,2.5,33.1,24.0,73.5,0.0,5.5
1994-11-19,24.3,2.8,33.7,23.8,72.2,0.0,5.8
1994-11-20,23.2,3.0,33.2,24.5,74.1,0.0,5.6
1994-11-21,23.6,2.1,34.7,24.5,75.7,0.0,5.5
1994-11-22,25.0,2.7,34.2,24.8,74.9,0.0,5.9
1994-11-23,24.0,2.0,34.2,24.5,73.8,0.0,5.5
1994-11-24,22.8,2.3,33.7,25.0,75.2,0.0,5.4
1994-11-25,20.6,2.2,33.4,26.1,76.7,0.0,5.0
1994-11-26,22.2,2.5,33.4,24.5,73.8,0.0,5.4
1994-11-27,22.8,3.3,33.1,23.6,71.9,0.0,5.7
1994-11-28,23.3,1.9,33.8,23.7,75.0,0.1,5.3
1994-11-29,23.8,2.5,34.1,24.5,73.1,0.0,5.7
1994-11-30,22.9,2.4,33.7,23.1,74.8,0.0,5.4
1994-12-01,20.3,2.4,33.5,23.5,73.9,0.0,5.0
1994-12-02,21.6,2.6,33.1,23.7,74.2,0.0,5.2
1994-12-03,21.1,2.3,34.5,23.3,73.9,0.0,5.2
1994-12-04,22.5,3.2,33.5,25.0,73.9,0.0,5.6
1994-12-05,23.4,2.7,33.5,25.2,73.7,0.0,5.6
1994-12-06,22.4,3.0,33.2,24.6,72.7,0.0,5.6
1994-12-07,23.4,2.6,33.7,24.5,73.8,0.0,5.6
1994-12-08,22.7,2.3,34.1,24.8,74.7,0.0,5.4
1994-12-09,23.3,2.4,33.7,24.5,74.4,0.0,5.5
1994-12-10,19.9,2.3,33.1,24.7,75.2,0.0,4.8
1994-12-11,22.1,2.3,33.5,24.0,72.8,0.0,5.3
1994-12-12,21.0,2.9,33.2,24.0,73.5,0.0,5.3
1994-12-13,23.3,2.9,33.7,23.7,73.0,0.0,5.7
1994-12-14,20.7,2.4,33.7,23.1,74.6,0.0,5.0
1994-12-15,16.3,1.9,33.1,25.8,76.3,0.0,4.1
1994-12-16,20.9,2.0,33.2,26.0,76.1,0.4,4.9
1994-12-17,20.7,2.9,33.1,24.8,76.2,0.0,5.1
1994-12-18,23.2,2.5,33.1,23.9,75.4,0.0,5.4
1994-12-19,21.3,2.4,33.1,23.6,73.6,0.0,5.1
1994-12-20,19.1,1.6,33.2,24.3,76.0,0.0,4.5
1994-12-21,18.6,2.9,33.2,25.2,76.3,0.0,4.8
1994-12-22,22.3,2.8,33.5,24.5,75.4,1.5,5.4
1994-12-23,20.5,2.2,34.1,24.5,75.7,0.0,5.0
1994-12-24,19.4,2.5,32.3,25.6,77.8,4.7,4.7
1994-12-25,9.0,1.2,28.6,23.8,91.4,21.5,2.1
1994-12-26,19.1,1.1,31.9,23.0,80.8,14.6,4.1
1994-12-27,22.0,1.9,32.8,24.8,79.1,0.0,4.9
1994-12-28,12.4,1.1,32.3,24.5,82.3,0.0,3.0
1994-12-29,12.3,0.6,30.7,23.8,85.3,11.7,2.7
1994-12-30,18.9,1.7,32.6,24.0,80.4,0.2,4.3
1994-12-31,23.2,1.9,32.7,24.0,76.8,0.1,5.1
1995-01-01,23.5,2.4,33.1,23.9,77.8,0.0,5.3
1995-01-02,23.7,2.2,33.1,24.4,76.1,0.0,5.3
1995-01-03,24.5,1.9,33.1,24.5,75.4,0.0,5.4
1995-01-04,22.9,2.1,33.2,23.6,77.9,0.0,5.1
1995-01-05,22.9,1.8,32.3,24.2,77.0,6.0,5.0
1995-01-06,23.6,2.4,32.7,25.0,77.8,0.0,5.3
1995-01-07,22.7,2.4,33.2,24.9,76.8,0.0,5.3
1995-01-08,22.8,2.3,32.9,25.5,75.9,0.0,5.3
1995-01-09,21.2,2.5,32.2,24.6,76.9,2.5,4.9
1995-01-10,18.8,2.5,32.2,25.0,81.2,0.0,4.4
1995-01-11,21.8,2.2,32.5,24.0,80.0,0.2,4.8
1995-01-12,23.8,1.8,32.8,24.5,77.6,0.2,5.2
1995-01-13,24.5,2.1,32.9,24.8,77.4,2.0,5.4
1995-01-14,23.8,2.4,33.1,24.5,76.1,0.0,5.4
1995-01-15,24.5,2.1,32.9,25.5,77.8,1.0,5.4
1995-01-16,20.7,2.6,32.7,24.6,79.6,1.8,4.8
1995-01-17,21.8,1.5,33.2,24.7,80.5,0.0,4.8
1995-01-18,16.6,2.1,33.0,26.1,88.3,10.0,3.8
1995-01-19,9.7,2.4,27.5,23.2,92.3,8.8,2.2
1995-01-20,16.5,0.4,31.8,23.2,84.1,24.4,3.5
1995-01-21,13.5,1.0,30.1,25.0,83.3,16.8,3.1
1995-01-22,15.9,1.5,31.1,25.0,86.3,38.9,3.5
1995-01-23,10.1,1.2,28.9,24.0,85.5,18.5,2.4
1995-01-24,19.4,1.0,31.8,24.3,84.3,4.5,4.1
1995-01-25,14.8,0.8,30.7,23.8,89.1,17.3,3.2
1995-01-26,19.0,1.8,32.1,23.8,84.1,2.1,4.2
1995-01-27,17.8,1.9,31.2,25.2,87.2,3.0,3.9
1995-01-28,19.1,1.0,31.3,25.0,83.9,8.4,4.1
1995-01-29,21.6,1.5,32.1,24.8,80.1,14.7,4.7
1995-01-30,21.2,2.3,32.1,25.0,80.2,2.6,4.8
1995-01-31,17.5,2.1,31.5,25.0,83.1,0.0,4.0
1995-02-01,16.3,2.0,32.1,25.2,82.4,3.9,3.9
1995-02-02,18.4,1.8,31.2,25.6,84.2,0.0,4.1
1995-02-03,15.3,1.0,31.7,24.3,89.4,4.4,3.3
1995-02-04,13.7,1.0,30.5,23.9,87.1,26.0,3.0
1995-02-05,10.6,0.5,28.7,23.5,90.4,12.3,2.3
1995-02-06,13.6,1.1,30.8,23.5,88.8,20.5,3.0
1995-02-07,19.1,1.2,31.5,24.5,86.1,4.4,4.1
1995-02-08,22.9,1.6,32.1,24.8,84.2,5.6,4.8
1995-02-09,14.6,1.5,29.9,24.1,87.5,38.9,3.2
1995-02-10,21.0,2.3,31.5,24.4,82.4,7.2,4.6
1995-02-11,24.7,2.2,31.9,24.8,80.4,0.0,5.3
1995-02-12,23.3,2.1,32.5,24.6,81.2,0.0,5.1
1995-02-13,17.2,2.1,30.9,24.8,83.4,0.0,3.9
1995-02-14,12.6,1.2,29.7,24.3,88.1,18.0,2.8
1995-02-15,14.9,1.5,31.3,24.5,87.7,8.0,3.3
1995-02-16,13.1,1.8,29.9,23.9,90.7,4.4,2.9
1995-02-17,13.9,0.7,29.7,24.0,87.8,19.8,3.0
1995-02-18,10.9,0.8,28.1,24.7,92.8,11.6,2.4
1995-02-19,18.2,0.9,31.1,24.6,86.7,7.9,3.9
1995-02-20,17.5,1.4,31.5,25.0,83.9,0.0,3.9
1995-02-21,12.3,2.0,28.3,25.0,87.9,19.6,2.8
1995-02-22,18.0,1.1,32.7,24.1,90.2,33.5,3.9
1995-02-23,12.3,1.5,30.6,24.5,92.5,8.0,2.7
1995-02-24,19.3,1.8,31.7,24.3,85.2,16.6,4.2
1995-02-25,16.5,1.6,29.3,25.0,84.2,4.3,3.6
1995-02-26,17.5,2.2,31.5,24.6,87.7,7.2,3.8
1995-02-27,19.5,1.5,33.0,24.3,86.6,8.6,4.3
1995-02-28,14.7,0.9,30.7,24.2,89.2,23.3,3.2
1995-03-01,12.7,1.4,28.9,25.0,88.4,22.3,2.8
1995-03-02,10.7,0.7,29.9,24.8,92.1,26.2,2.4
1995-03-03,12.2,0.9,30.9,24.6,84.4,30.7,2.9
1995-03-04,17.9,1.6,32.7,25.5,86.6,11.3,4.0
1995-03-05,17.3,1.6,32.2,25.6,89.5,10.5,3.8
1995-03-06,14.5,1.7,30.7,25.2,86.9,12.1,3.3
1995-03-07,24.6,1.4,32.3,24.8,80.6,12.9,5.2
1995-03-08,21.3,1.6,32.2,25.0,82.1,3.4,4.7
1995-03-09,22.5,1.8,32.1,24.2,84.9,6.8,4.8
1995-03-10,15.8,0.7,31.9,25.0,84.4,2.5,3.5
1995-03-11,18.0,1.6,32.1,24.8,82.9,4.9,4.1
1995-03-12,19.2,1.7,31.9,25.0,85.6,6.5,4.2
1995-03-13,10.3,1.7,27.1,25.0,92.6,18.5,2.3
1995-03-14,10.7,1.1,30.9,23.6,89.3,29.0,2.5
1995-03-15,11.1,1.4,31.1,24.5,91.1,13.5,2.6
1995-03-16,15.0,1.1,31.2,24.1,88.1,37.7,3.3
1995-03-17,15.4,1.0,31.1,24.0,89.2,8.7,3.3
1995-03-18,21.8,1.0,32.5,24.0,82.4,12.2,4.6
1995-03-19,13.2,1.7,31.7,24.1,87.4,1.6,3.1
1995-03-20,10.1,1.5,27.7,24.0,92.6,14.0,2.2
1995-03-21,17.7,1.3,32.1,24.4,87.2,10.4,3.9
1995-03-22,13.0,1.2,28.3,24.0,90.7,13.8,2.8
1995-03-23,11.9,1.5,27.1,23.5,89.6,7.8,2.6
1995-03-24,10.7,0.7,26.3,23.5,92.2,21.8,2.3
1995-03-25,12.2,0.6,30.1,23.4,90.0,6.0,2.7
1995-03-26,12.3,0.8,29.7,24.0,88.8,5.5,2.7
1995-03-27,13.5,0.8,29.1,24.3,87.3,15.4,2.9
1995-03-28,16.4,1.6,30.9,24.2,90.2,5.9,3.5
1995-03-29,13.3,0.8,30.5,24.0,89.7,9.4,2.9
1995-03-30,17.3,1.9,32.1,24.5,86.4,11.3,3.9
1995-03-31,11.5,1.7,30.7,24.0,87.9,22.3,2.7
1995-04-01,13.6,0.7,30.2,24.2,89.8,16.9,3.0
1995-04-02,18.0,0.5,32.2,24.3,85.9,10.4,3.9
1995-04-03,23.2,1.5,32.7,25.0,83.5,1.1,5.0
1995-04-04,14.4,1.3,28.9,25.6,88.8,3.5,3.1
1995-04-05,19.6,1.0,31.9,25.0,85.2,21.3,4.2
1995-04-06,18.9,1.6,31.5,24.6,88.2,15.8,4.0
1995-04-07,12.4,1.1,29.7,24.5,88.9,35.3,2.8
1995-04-08,19.7,0.5,31.9,25.0,85.7,30.6,4.2
1995-04-09,15.6,1.7,30.7,24.8,88.9,16.4,3.4
1995-04-10,15.5,0.8,30.5,24.0,85.3,32.3,3.3
1995-04-11,16.5,0.9,30.7,24.5,85.4,20.1,3.5
1995-04-12,18.1,0.7,31.1,24.9,86.2,13.3,3.8
1995-04-13,17.9,1.5,30.7,23.6,86.6,15.9,3.8
1995-04-14,20.3,1.3,32.1,24.5,85.4,18.9,4.3
1995-04-15,12.7,1.4,28.2,23.5,89.4,38.8,2.7
1995-04-16,16.2,1.8,32.4,24.5,88.1,4.5,3.6
1995-04-17,17.2,1.3,31.7,25.0,87.3,14.9,3.7
1995-04-18,18.9,2.1,32.5,25.2,86.2,16.9,4.2
1995-04-19,21.1,1.6,32.2,25.2,81.1,4.5,4.6
1995-04-20,10.0,1.8,30.1,25.0,90.1,8.2,2.4
1995-04-21,12.9,0.7,31.2,24.3,88.9,11.4,2.9
1995-04-22,12.5,0.9,29.7,25.0,88.6,13.6,2.8
1995-04-23,17.8,1.7,31.9,24.4,84.4,7.9,4.0
1995-04-24,15.9,1.4,32.7,25.5,87.6,5.8,3.6
1995-04-25,10.7,1.5,30.2,24.5,93.6,25.3,2.4
1995-04-26,9.9,0.4,28.3,23.5,87.8,10.7,2.2
1995-04-27,22.5,0.9,32.8,24.1,83.2,0.2,4.7
1995-04-28,18.1,1.3,33.2,25.0,83.9,7.2,4.1
1995-04-29,11.3,1.2,30.1,25.2,91.3,3.3,2.5
1995-04-30,10.8,0.7,29.7,25.0,86.8,11.7,2.5
1995-05-01,19.1,0.7,32.1,24.6,83.1,11.6,4.0
1995-05-02,15.0,0.8,30.5,24.3,87.0,5.1,3.2
1995-05-03,19.7,0.9,33.2,25.6,86.4,3.1,4.3
1995-05-04,17.7,0.7,33.1,24.2,86.2,2.5,3.8
1995-05-05,17.1,0.6,31.3,25.0,86.2,2.9,3.6
1995-05-06,21.0,1.3,32.4,25.4,83.8,14.4,4.5
1995-05-07,16.5,0.8,32.1,24.7,86.3,6.6,3.6
1995-05-08,13.4,0.8,30.7,24.6,88.6,6.3,2.9
1995-05-09,11.5,0.1,30.7,24.6,88.1,21.3,2.5
1995-05-10,17.8,1.3,31.2,24.5,86.4,16.6,3.8
1995-05-11,18.5,1.0,30.7,25.3,82.2,6.4,3.9
1995-05-12,23.0,0.7,32.8,24.2,82.8,1.3,4.7
1995-05-13,20.3,1.6,33.7,26.0,85.0,4.3,4.5
1995-05-14,18.4,2.4,31.9,26.4,82.9,3.7,4.2
1995-05-15,16.8,1.2,31.5,25.6,85.3,0.2,3.7
1995-05-16,15.1,1.2,31.3,25.5,87.6,8.7,3.3
1995-05-17,15.0,0.5,31.3,25.4,86.2,9.7,3.2
1995-05-18,19.6,0.8,33.4,25.2,84.2,23.2,4.2
1995-05-19,10.5,0.4,30.2,25.0,90.0,16.2,2.3
1995-05-20,11.8,0.6,29.7,24.8,88.8,15.5,2.6
1995-05-21,9.1,0.9,29.3,24.7,91.0,20.5,2.1
1995-05-22,10.0,0.4,28.1,24.5,90.7,23.0,2.2
1995-05-23,11.3,0.7,29.5,24.6,87.9,4.0,2.5
1995-05-24,18.1,0.8,30.5,24.5,83.1,10.3,3.8
1995-05-25,14.2,1.0,29.5,24.8,85.4,2.4,3.1
1995-05-26,12.3,0.9,30.9,25.2,88.8,9.5,2.7
1995-05-27,20.0,1.1,31.3,24.2,84.6,7.3,4.1
1995-05-28,19.9,1.1,32.2,25.5,84.2,10.0,4.2
1995-05-29,20.6,1.7,33.2,26.6,82.7,12.5,4.6
1995-05-30,17.1,1.1,31.9,25.0,85.0,9.9,3.7
1995-05-31,11.2,0.7,30.4,24.3,85.7,15.8,2.5
1995-06-01,16.0,0.6,31.9,24.5,86.4,1.1,3.4
1995-06-02,15.1,1.4,30.2,24.5,86.1,14.6,3.3
1995-06-03,20.6,0.5,33.1,24.0,83.5,13.3,4.3
1995-06-04,17.2,1.2,31.1,24.7,83.4,8.7,3.7
1995-06-05,17.8,1.4,32.1,25.0,84.4,0.0,3.9
1995-06-06,20.1,0.9,33.7,25.5,82.1,7.3,4.4
1995-06-07,14.5,1.3,31.1,25.5,86.3,10.8,3.2
1995-06-08,16.5,1.9,32.1,24.0,84.8,31.4,3.7
1995-06-09,14.9,0.7,30.9,24.5,87.6,8.4,3.2
1995-06-10,16.1,0.7,32.7,24.5,85.6,12.4,3.5
1995-06-11,21.0,2.0,33.2,25.0,82.3,6.5,4.6
1995-06-12,14.8,1.9,31.2,24.8,84.5,1.5,3.4
1995-06-13,21.4,0.5,33.2,24.8,82.2,11.5,4.4
1995-06-14,17.6,0.7,32.5,26.0,82.1,5.9,3.8
1995-06-15,18.6,1.6,31.2,25.5,82.5,5.7,4.0
1995-06-16,22.5,2.2,32.7,26.2,79.5,6.5,5.0
1995-06-17,20.5,0.9,33.2,25.0,81.9,0.0,4.4
1995-06-18,19.0,1.4,33.1,24.8,83.6,0.0,4.2
1995-06-19,21.1,0.8,32.8,24.3,83.5,1.3,4.4
1995-06-20,20.3,1.0,30.9,26.0,82.5,0.0,4.2
1995-06-21,21.9,2.2,32.2,26.0,77.6,4.6,4.9
1995-06-22,22.3,1.1,33.7,26.4,79.7,0.0,4.8
1995-06-23,21.2,0.2,33.2,24.8,79.8,3.0,4.3
1995-06-24,20.5,1.3,31.7,24.8,82.4,1.9,4.3
1995-06-25,20.5,0.9,33.1,24.3,84.4,9.0,4.3
1995-06-26,18.5,1.1,31.7,25.0,82.1,6.9,4.0
1995-06-27,15.5,1.6,31.3,24.0,86.3,2.2,3.4
1995-06-28,16.8,0.5,32.2,23.8,81.8,32.7,3.5
1995-06-29,22.6,1.8,33.1,23.2,78.3,9.0,4.9
1995-06-30,22.6,0.2,34.1,25.8,77.9,4.3,4.6
1995-07-01,19.9,0.4,33.1,26.0,79.3,0.7,4.2
1995-07-02,10.6,0.4,28.9,24.5,86.0,1.1,2.3
1995-07-03,15.6,1.0,30.8,24.2,84.3,11.5,3.3
1995-07-04,19.8,0.5,32.3,24.0,83.8,12.3,4.0
1995-07-05,13.2,0.5,31.1,23.5,84.2,9.7,2.8
1995-07-06,12.5,2.0,27.5,23.5,90.1,6.6,2.6
1995-07-07,21.8,0.1,32.2,22.9,83.8,14.5,4.3
1995-07-08,19.5,2.2,32.2,22.7,84.5,6.3,4.2
1995-07-09,13.9,0.4,29.9,24.0,84.4,15.5,2.9
1995-07-10,16.1,1.0,29.9,23.6,87.8,7.4,3.3
1995-07-11,17.9,0.4,31.2,23.0,84.8,22.0,3.6
1995-07-12,12.2,0.9,27.9,22.7,84.2,19.6,2.6
1995-07-13,22.6,0.4,32.8,23.5,82.8,0.3,4.5
1995-07-14,21.4,0.2,33.1,23.5,83.2,1.0,4.3
1995-07-15,15.6,0.8,31.1,23.8,82.8,11.9,3.3
1995-07-16,22.2,0.8,32.5,22.9,79.1,3.1,4.5
1995-07-17,22.6,1.6,33.3,25.8,78.6,1.3,5.0
1995-07-18,22.0,1.5,33.7,26.2,79.6,1.2,4.9
1995-07-19,23.0,1.1,33.2,25.1,78.1,1.1,4.9
1995-07-20,23.0,2.0,32.5,26.6,76.1,0.6,5.2
1995-07-21,22.7,2.6,32.7,25.9,77.2,0.0,5.2
1995-07-22,22.4,1.9,32.8,24.6,78.1,0.0,4.9
1995-07-23,18.1,1.6,33.2,25.4,83.9,7.0,4.1
1995-07-24,22.4,0.1,33.0,23.6,80.4,4.8,4.5
1995-07-25,23.0,0.7,32.6,24.0,77.9,12.6,4.7
1995-07-26,15.5,0.5,29.3,24.8,81.6,0.5,3.2
1995-07-27,20.0,1.0,32.3,23.7,78.4,22.4,4.3
1995-07-28,20.5,0.8,32.4,24.1,79.8,8.2,4.3
1995-07-29,19.2,1.5,32.2,23.0,79.8,24.3,4.2
1995-07-30,22.8,2.0,32.1,24.5,79.8,9.2,4.9
1995-07-31,22.9,1.1,32.6,24.6,76.4,10.8,4.8
1995-08-01,22.8,0.7,32.7,24.0,80.7,4.7,4.7
1995-08-02,21.8,0.5,32.9,24.1,80.2,4.0,4.5
1995-08-03,22.6,1.0,32.8,24.5,78.5,3.1,4.8
1995-08-04,22.7,0.8,32.9,24.0,80.8,0.1,4.7
1995-08-05,18.3,0.2,32.9,23.6,80.1,11.5,3.8
1995-08-06,22.1,0.3,33.5,25.5,77.9,0.1,4.6
1995-08-07,21.7,2.3,33.2,25.6,79.7,0.1,5.0
1995-08-08,22.9,1.0,32.7,24.7,80.5,5.3,4.8
1995-08-09,21.2,0.5,31.7,24.2,79.8,0.5,4.3
1995-08-10,21.6,0.9,32.6,23.6,81.2,2.0,4.5
1995-08-11,23.0,1.5,32.2,23.5,78.6,0.8,4.9
1995-08-12,19.9,1.2,32.7,24.7,81.2,0.8,4.3
1995-08-13,17.9,0.5,31.5,23.0,84.6,12.4,3.7
1995-08-14,23.8,1.0,32.6,23.5,77.7,1.0,4.9
1995-08-15,22.9,2.1,32.2,24.5,78.7,1.5,5.0
1995-08-16,23.1,1.8,32.6,24.6,79.2,0.9,5.0
1995-08-17,23.1,2.3,31.7,24.5,77.2,4.0,5.1
1995-08-18,23.3,2.2,32.1,24.2,79.2,0.9,5.1
1995-08-19,21.5,1.7,32.7,24.6,80.4,2.1,4.7
1995-08-20,23.6,1.2,33.1,25.0,78.1,2.7,5.1
1995-08-21,24.3,1.1,33.2,24.0,79.1,3.3,5.1
1995-08-22,24.2,1.2,33.7,24.2,77.2,0.2,5.2
1995-08-23,24.6,2.1,33.2,24.2,75.7,0.5,5.5
1995-08-24,24.0,2.6,32.2,24.5,78.2,0.0,5.3
1995-08-25,24.5,1.7,32.6,24.4,76.0,4.2,5.3
1995-08-26,21.3,2.0,33.1,24.2,79.4,0.1,4.8
1995-08-27,24.3,1.1,33.2,23.8,77.8,0.3,5.1
1995-08-28,24.1,2.3,33.0,24.6,77.3,0.0,5.4
1995-08-29,24.2,1.9,32.6,23.8,78.2,2.0,5.2
1995-08-30,23.6,2.8,32.5,24.0,80.1,0.8,5.2
1995-08-31,23.8,1.8,32.9,23.8,76.8,2.1,5.2
1995-09-01,23.8,1.1,32.7,23.7,79.3,2.4,5.0
1995-09-02,23.2,2.0,32.1,25.2,75.7,1.3,5.2
1995-09-03,23.9,2.4,32.5,23.5,75.8,1.1,5.4
1995-09-04,24.8,2.4,32.9,23.7,75.7,0.0,5.6
1995-09-05,24.3,1.8,32.9,23.7,76.2,0.0,5.3
1995-09-06,23.6,2.4,32.5,24.3,75.4,0.0,5.4
1995-09-07,24.3,2.2,33.1,23.6,75.9,3.4,5.5
1995-09-08,24.5,2.9,33.1,23.6,76.3,0.0,5.6
1995-09-09,24.5,2.4,32.7,23.8,75.5,0.0,5.5
1995-09-10,24.9,2.7,32.8,23.8,76.2,0.0,5.6
1995-09-11,24.3,2.2,33.1,22.7,74.6,0.0,5.5
1995-09-12,24.4,3.1,33.2,24.2,74.8,0.0,5.8
1995-09-13,23.5,2.5,33.4,23.6,75.5,1.3,5.5
1995-09-14,24.1,2.3,33.6,23.5,74.9,0.1,5.6
1995-09-15,23.4,2.3,33.4,23.5,77.6,0.3,5.3
1995-09-16,22.1,1.5,34.0,23.5,80.7,0.0,4.9
1995-09-17,20.9,1.4,33.1,22.8,79.8,1.7,4.6
1995-09-18,23.8,1.9,34.1,23.7,77.2,0.0,5.4
1995-09-19,24.5,1.7,34.2,24.0,75.7,1.9,5.5
1995-09-20,24.1,1.2,33.8,24.8,74.8,0.0,5.3
1995-09-21,22.2,2.1,33.7,26.2,74.8,1.3,5.3
1995-09-22,25.1,2.8,33.7,24.1,73.8,0.0,5.9
1995-09-23,25.4,2.9,33.7,22.9,73.7,0.0,6.0
1995-09-24,24.9,2.8,33.8,23.4,74.1,0.0,5.9
1995-09-25,22.9,2.1,33.8,24.2,74.2,0.0,5.4
1995-09-26,24.0,2.0,33.8,23.2,73.9,0.0,5.5
1995-09-27,23.8,2.7,33.1,23.5,72.9,0.0,5.7
1995-09-28,24.4,1.9,33.2,23.1,72.8,0.0,5.5
1995-09-29,23.7,2.6,33.4,25.4,77.1,0.0,5.5
1995-09-30,24.4,2.4,33.8,22.4,73.7,0.0,5.7
1995-10-01,24.3,2.1,34.4,23.5,74.5,0.0,5.6
1995-10-02,24.3,0.8,34.8,24.0,73.5,0.0,5.2
1995-10-03,25.4,1.9,34.7,26.6,73.4,0.2,6.0
1995-10-04,23.4,2.8,33.8,24.8,74.7,0.0,5.7
1995-10-05,24.2,2.7,34.1,23.9,73.8,0.8,5.8
1995-10-06,24.4,2.8,34.2,24.4,74.1,0.0,5.9
1995-10-07,20.6,1.9,33.1,24.2,78.6,1.6,4.8
1995-10-08,24.1,2.1,33.1,23.7,74.7,10.2,5.4
1995-10-09,25.4,2.3,33.6,25.4,72.8,0.0,5.9
1995-10-10,21.6,1.9,33.7,23.7,75.5,0.0,5.1
1995-10-11,16.1,1.8,33.2,25.4,79.6,0.0,4.0
1995-10-12,17.9,1.0,33.2,23.3,81.9,0.0,4.0
1995-10-13,21.9,1.7,33.3,22.7,79.4,8.0,4.9
1995-10-14,23.1,1.5,33.1,24.0,75.3,0.9,5.1
